title,manufacturer,model,year,condition,functionality,price,currency,location,country,dimensions,weight,electrical,description,seller_name,seller_verified,listing_id,category,detail_url,image_url,last_updated
Drehkolbenpumpe GEA Z1781E,GEA,Z1781E,2021,sehr gut (gebraucht),voll funktionsfähig,6.620,EUR,"London, United Kingdom",United Kingdom,2700 x 399 x 2349 mm,2741 kg,Spannung: 230V 50Hz; Leistung: 7.5 kW,"Gebrauchte Drehkolbenpumpe GEA Z1781E, Hersteller: GEA, Typ: Z1781E. Maschine wurde generalüberholt und ist betriebsbereit. Weitere Bilder auf Anfrage.",MH Maschinenhandel GmbH,No,18089183,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/gea-z1781e/i-18089183,https://cdn.machineseeker.com/img/listings/18089183/1.jpg,04.11.2024
Produktionsmaschine IKA F 4952E,IKA,F 4952E,,überholt,voll funktionsfähig,77.372,EUR,"Köln, Deutschland",Deutschland,962 x 1429 x 1403 mm,10139 kg,Spannung: 400V 60Hz; Leistung: 0.37 kW,Verkauf einer Produktionsmaschine IKA F 4952E vom Hersteller IKA. Das Modell F 4952E ist bekannt für seine Zuverlässigkeit. Zustand: überholt.,Maschinen Müller GmbH,No,55684947,Räucheranlagen,https://www.maschinensucher.de/ika-f+4952e/i-55684947,https://cdn.machineseeker.com/img/listings/55684947/1.jpg,10.07.2025
Separator Netzsch -1397,Netzsch,-1397,1998,sehr gut (gebraucht),voll funktionsfähig,3.970,EUR,"Warschau, Polen",Polen,,11 kg,Spannung: 400V 60Hz; Leistung: 0.75 kW,Wir bieten eine Separator Netzsch -1397 der Marke Netzsch (Modell: -1397) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft. Ersatzteile verfügbar.,Pacific Food Machinery,No,82231325,Dekanter,https://www.maschinensucher.de/netzsch--1397/i-82231325,https://cdn.machineseeker.com/img/listings/82231325/1.jpg,08.07.2025
Fertigungsmaschine Dinnissen L558C,Dinnissen,L558C,2007,sehr gut (gebraucht),voll funktionsfähig,13.901,EUR,"Wien, Österreich",Österreich,2347 x 2158 x 959 mm,536 kg,Spannung: 400V 60Hz; Leistung: 11 kW,Wir bieten eine Fertigungsmaschine Dinnissen L558C der Marke Dinnissen (Modell: L558C) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft. Preis ist VB (Verhandlungsbasis).,FoodTech Solutions GmbH,Yes,92389757,Maschinen für Feinkost,https://www.maschinensucher.de/dinnissen-l558c/i-92389757,https://cdn.machineseeker.com/img/listings/92389757/1.jpg,25.11.2026
Produktionsmaschine Waukesha N 2602,Waukesha,N 2602,2009,gut (gebraucht),eingeschränkt funktionsfähig,81.726,EUR,"Nürnberg, Deutschland",Deutschland,2604 x 686 x 2324 mm,31 kg,Spannung: 400V 60Hz,Produktionsmaschine Waukesha N 2602 von Waukesha. Modell N 2602. Zustand: gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden. Weitere Bilder auf Anfrage.,FoodMach International,Yes,39082525,Separatoren für Lebensmittel,https://www.maschinensucher.de/waukesha-n+2602/i-39082525,https://cdn.machineseeker.com/img/listings/39082525/1.jpg,18.08.2025
Industriemaschine Bühler V890Pro,Bühler,V890Pro,2020,neu,funktionsfähig,294.373,EUR,"Lyon, Frankreich",Frankreich,4988 x 1522 x 1187 mm,3735 kg,,Wir bieten eine Industriemaschine Bühler V890Pro der Marke Bühler (Modell: V890Pro) an. Zustand: neu. Alle Funktionen geprüft.,MaschinenMarkt24,Yes,93680028,Separatoren für Lebensmittel,https://www.maschinensucher.de/bühler-v890pro/i-93680028,https://cdn.machineseeker.com/img/listings/93680028/1.jpg,28.04.2024
Fertigungsmaschine Waukesha A 9811Pro,Waukesha,A 9811Pro,,neuwertig,nicht geprüft,5.239,EUR,"Bologna, Italien",Italien,4100 x 1986 x 1074 mm,133 kg,Spannung: 220V 50Hz; Leistung: 45 kW,Zu verkaufen: Fertigungsmaschine Waukesha A 9811Pro (Waukesha A 9811Pro). Die Maschine befindet sich in neuwertigem Zustand. Besichtigung nach Vereinbarung möglich. Inklusive Dokumentation und Bedienungsanleitung.,TechniTrade GmbH,Yes,61827625,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/waukesha-a+9811pro/i-61827625,https://cdn.machineseeker.com/img/listings/61827625/1.jpg,21.06.2026
Fertigungsmaschine Handtmann X-6950E,Handtmann,X-6950E,2011,gut (gebraucht),funktionsfähig,48.215,EUR,"Paris, Frankreich",Frankreich,783 x 1014 x 2043 mm,,,Handtmann X-6950E - Fertigungsmaschine Handtmann X-6950E. Kategorie: Sonstige Lebensmitteltechnik. Zustand: gut (gebraucht). Sofort verfügbar ab Lager.,Lebensmitteltechnik Meier,Yes,40969607,Sonstige Lebensmitteltechnik,https://www.maschinensucher.de/handtmann-x-6950e/i-40969607,https://cdn.machineseeker.com/img/listings/40969607/1.jpg,02.06.2026
Vakuumierer GEA Z 7952Pro,GEA,Z 7952Pro,,neuwertig,voll funktionsfähig,1.460,EUR,"Lyon, Frankreich",Frankreich,3403 x 1836 x 1216 mm,1771 kg,Spannung: 480V 50Hz; Leistung: 11 kW,GEA Z 7952Pro - Vakuumierer GEA Z 7952Pro. Kategorie: Verpackungsmaschinen. Zustand: neuwertig. Sofort verfügbar ab Lager. Transport kann organisiert werden.,Anlagenbau Schneider,No,12626311,Verpackungsmaschinen,https://www.maschinensucher.de/gea-z+7952pro/i-12626311,https://cdn.machineseeker.com/img/listings/12626311/1.jpg,28.10.2026
Fertigungsmaschine Rheon Z3154C,Rheon,Z3154C,2017,gebraucht,funktionsfähig,9.340,EUR,"Berlin, Deutschland",Deutschland,4670 x 2730 x 373 mm,,Spannung: 220V 60Hz; Leistung: 45 kW,Fertigungsmaschine Rheon Z3154C - Rheon Z3154C. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. CE-Kennzeichnung vorhanden.,Techno-Food Systems,No,78749071,Molkereianlagen,https://www.maschinensucher.de/rheon-z3154c/i-78749071,https://cdn.machineseeker.com/img/listings/78749071/1.jpg,06.07.2025
Verarbeitungsanlage Bühler F 8729-L,Bühler,F 8729-L,2008,gebraucht,voll funktionsfähig,3.878,EUR,"Zürich, Schweiz",Schweiz,1550 x 2070 x 3056 mm,,Spannung: 380V 50Hz; Leistung: 55 kW,Verarbeitungsanlage Bühler F 8729-L - Bühler F 8729-L. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet.,Rhein-Maschinen GmbH,No,6470858,Räucheranlagen,https://www.maschinensucher.de/bühler-f+8729-l/i-6470858,https://cdn.machineseeker.com/img/listings/6470858/1.jpg,06.10.2024
Paddelmischer Hosokawa H-4393XL,Hosokawa,H-4393XL,,gebraucht,voll funktionsfähig,1.472,EUR,"Mailand, Italien",Italien,3665 x 660 x 2565 mm,,Spannung: 230V 50Hz; Leistung: 0.75 kW,Paddelmischer Hosokawa H-4393XL - Hosokawa H-4393XL. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. Ersatzteile verfügbar.,Industriehandel Schmidt,Yes,34832158,Mischanlagen,https://www.maschinensucher.de/hosokawa-h-4393xl/i-34832158,https://cdn.machineseeker.com/img/listings/34832158/1.jpg,02.05.2025
Fleischwolf Risco A5263,Risco,A5263,,gut (gebraucht),funktionsfähig,4.011,EUR,"Düsseldorf, Deutschland",Deutschland,403 x 1891 x 1305 mm,161 kg,Spannung: 220V 50Hz,Zu verkaufen: Fleischwolf Risco A5263 (Risco A5263). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. Ersatzteile verfügbar.,TradeMachines International,No,19348003,Fleischverarbeitungsmaschinen,https://www.maschinensucher.de/risco-a5263/i-19348003,https://cdn.machineseeker.com/img/listings/19348003/1.jpg,19.06.2025
Produktionsmaschine Eirich X 1516-M,Eirich,X 1516-M,2001,gut (gebraucht),voll funktionsfähig,1.241,EUR,"Prag, Tschechien",Tschechien,2489 x 2251 x 2707 mm,119 kg,Spannung: 230V 50Hz; Leistung: 75 kW,Eirich X 1516-M - Produktionsmaschine Eirich X 1516-M. Kategorie: Gastronomiemaschinen & -Geräte. Zustand: gut (gebraucht). Sofort verfügbar ab Lager. Maschine kann vor Ort besichtigt werden.,Machinery Europe GmbH,No,75415473,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/eirich-x+1516-m/i-75415473,https://cdn.machineseeker.com/img/listings/75415473/1.jpg,24.08.2026
Fertigungsmaschine Ross 4335,Ross,4335,2017,neu,voll funktionsfähig,24.407,EUR,"Graz, Österreich",Österreich,4430 x 2943 x 1111 mm,34 kg,Spannung: 380V 50Hz,Fertigungsmaschine Ross 4335 von Ross. Modell 4335. Zustand: neu. Maschine ist einsatzbereit und kann sofort geliefert werden. CE-Kennzeichnung vorhanden.,Pacific Food Machinery,No,93144597,Lagerung & Handhabung,https://www.maschinensucher.de/ross-4335/i-93144597,https://cdn.machineseeker.com/img/listings/93144597/1.jpg,06.06.2026
Füllmaschine Kilia C 5926HD,Kilia,C 5926HD,2020,sehr gut (gebraucht),voll funktionsfähig,7.435,EUR,"Rotterdam, Niederlande",Niederlande,1066 x 1536 x 3249 mm,3548 kg,Spannung: 230V 60Hz,Füllmaschine Kilia C 5926HD von Kilia. Modell C 5926HD. Zustand: sehr gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden.,Hansa Industrietechnik,Yes,66654131,Fleischverarbeitungsmaschinen,https://www.maschinensucher.de/kilia-c+5926hd/i-66654131,https://cdn.machineseeker.com/img/listings/66654131/1.jpg,13.07.2024
Verarbeitungsanlage Hosokawa E5193HD,Hosokawa,E5193HD,2018,gebraucht,voll funktionsfähig,205,EUR,"Bielefeld, Deutschland",Deutschland,1924 x 1012 x 2414 mm,64 kg,Spannung: 230V 60Hz,Hosokawa E5193HD - Verarbeitungsanlage Hosokawa E5193HD. Kategorie: Pastamaschinen. Zustand: gebraucht. Sofort verfügbar ab Lager.,Dietrich Industrieanlagen,No,54501096,Pastamaschinen,https://www.maschinensucher.de/hosokawa-e5193hd/i-54501096,https://cdn.machineseeker.com/img/listings/54501096/1.jpg,10.06.2025
Fertigungsmaschine Fritsch M5471i,Fritsch,M5471i,2021,gebraucht,voll funktionsfähig,353,EUR,"Bern, Schweiz",Schweiz,,10300 kg,Spannung: 380V 50Hz,Fertigungsmaschine Fritsch M5471i - Fritsch M5471i. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet.,Technik Bauer AG,Yes,28309493,Getränkeautomaten,https://www.maschinensucher.de/fritsch-m5471i/i-28309493,https://cdn.machineseeker.com/img/listings/28309493/1.jpg,22.06.2025
Etikettiermaschine Krones S7941,Krones,S7941,2009,gebraucht,voll funktionsfähig,530,EUR,"Amsterdam, Niederlande",Niederlande,2728 x 1340 x 2626 mm,3637 kg,Spannung: 220V 50Hz,"Gebrauchte Etikettiermaschine Krones S7941, Hersteller: Krones, Typ: S7941. Maschine wurde generalüberholt und ist betriebsbereit. Preis ist VB (Verhandlungsbasis).",TradeMachines International,No,60221281,Getränkemaschinen,https://www.maschinensucher.de/krones-s7941/i-60221281,https://cdn.machineseeker.com/img/listings/60221281/1.jpg,25.07.2024
Zentrifugaldekanter Silverson H8529,Silverson,H8529,2023,gut (gebraucht),eingeschränkt funktionsfähig,43.091,EUR,"Frankfurt am Main, Deutschland",Deutschland,4531 x 1592 x 2067 mm,,,Wir bieten eine Zentrifugaldekanter Silverson H8529 der Marke Silverson (Modell: H8529) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Weber Maschinenhandel,Yes,44693523,Dekanter,https://www.maschinensucher.de/silverson-h8529/i-44693523,https://cdn.machineseeker.com/img/listings/44693523/1.jpg,07.12.2025
CIP-Anlage Pieralisi P-4999B,Pieralisi,P-4999B,1995,gut (gebraucht),voll funktionsfähig,4.055,EUR,"Antwerpen, Belgien",Belgien,,,Spannung: 220V 60Hz; Leistung: 1.5 kW,Verkauf einer CIP-Anlage Pieralisi P-4999B vom Hersteller Pieralisi. Das Modell P-4999B ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht). Preis ist VB (Verhandlungsbasis).,Bayerische Maschinenhandel,Yes,40055604,Reinigungstechnik,https://www.maschinensucher.de/pieralisi-p-4999b/i-40055604,https://cdn.machineseeker.com/img/listings/40055604/1.jpg,08.11.2025
3-Phasen-Dekanter Rademaker F-6799Pro,Rademaker,F-6799Pro,2016,gebraucht,nicht geprüft,31.995,EUR,"Leipzig, Deutschland",Deutschland,,,,Verkauf einer 3-Phasen-Dekanter Rademaker F-6799Pro vom Hersteller Rademaker. Das Modell F-6799Pro ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht.,Pacific Food Machinery,No,87531816,Dekanter,https://www.maschinensucher.de/rademaker-f-6799pro/i-87531816,https://cdn.machineseeker.com/img/listings/87531816/1.jpg,24.06.2025
Produktionsmaschine Bühler C9919XL,Bühler,C9919XL,,gut (gebraucht),voll funktionsfähig,36.115,EUR,"Essen, Deutschland",Deutschland,3364 x 2584 x 2944 mm,13400 kg,,Zu verkaufen: Produktionsmaschine Bühler C9919XL (Bühler C9919XL). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Machinery Europe GmbH,No,20165503,Separatoren für Lebensmittel,https://www.maschinensucher.de/bühler-c9919xl/i-20165503,https://cdn.machineseeker.com/img/listings/20165503/1.jpg,22.06.2025
Produktionsmaschine Netzsch H 9203B,Netzsch,H 9203B,2003,gebraucht,eingeschränkt funktionsfähig,149.676,EUR,"Dresden, Deutschland",Deutschland,778 x 625 x 1576 mm,,Spannung: 230V 50Hz; Leistung: 3 kW,Netzsch Typ H 9203B. Produktionsmaschine Netzsch H 9203B. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. CE-Kennzeichnung vorhanden.,FoodTech Solutions GmbH,Yes,87293476,Mengenmaschinen,https://www.maschinensucher.de/netzsch-h+9203b/i-87293476,https://cdn.machineseeker.com/img/listings/87293476/1.jpg,20.04.2026
Prozessanlage Kemper E 4511A,Kemper,E 4511A,2021,gut (gebraucht),voll funktionsfähig,56.149,EUR,"Amsterdam, Niederlande",Niederlande,,,Spannung: 220V 50Hz; Leistung: 1.5 kW,Wir bieten eine Prozessanlage Kemper E 4511A der Marke Kemper (Modell: E 4511A) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Anlagenbau Schneider,Yes,24526032,Ölherstellung,https://www.maschinensucher.de/kemper-e+4511a/i-24526032,https://cdn.machineseeker.com/img/listings/24526032/1.jpg,14.05.2024
Kutter Risco Z771C,Risco,Z771C,1999,überholt,eingeschränkt funktionsfähig,15.448,EUR,"Kopenhagen, Dänemark",Dänemark,1417 x 1507 x 1897 mm,147 kg,Spannung: 230V 60Hz,Zu verkaufen: Kutter Risco Z771C (Risco Z771C). Die Maschine befindet sich in überholtem Zustand. Besichtigung nach Vereinbarung möglich. Maschine kann vor Ort besichtigt werden.,Surplus Select BV,No,34889135,Fleischverarbeitungsmaschinen,https://www.maschinensucher.de/risco-z771c/i-34889135,https://cdn.machineseeker.com/img/listings/34889135/1.jpg,14.09.2025
Mogulanlage Aasted M-641-L,Aasted,M-641-L,,sehr gut (gebraucht),,6.529,EUR,"Bremen, Deutschland",Deutschland,,,Spannung: 480V 50Hz; Leistung: 0.75 kW,Mogulanlage Aasted M-641-L - Aasted M-641-L. Diese Maschine ist in sehr gut (gebraucht)em Zustand und wurde regelmäßig gewartet.,ProcessTech Europe,Yes,15586744,Süßwarenmaschinen,https://www.maschinensucher.de/aasted-m-641-l/i-15586744,https://cdn.machineseeker.com/img/listings/15586744/1.jpg,18.12.2026
Prozessanlage SPX Flow 7856,SPX Flow,7856,2022,sehr gut (gebraucht),voll funktionsfähig,8.097,EUR,"Bologna, Italien",Italien,1643 x 503 x 491 mm,616 kg,,SPX Flow Typ 7856. Prozessanlage SPX Flow 7856. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Bayerische Maschinenhandel,Yes,80967809,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/spx+flow-7856/i-80967809,https://cdn.machineseeker.com/img/listings/80967809/1.jpg,06.02.2024
Schlauchbeutelmaschine Sealed Air S6451,Sealed Air,S6451,,neuwertig,voll funktionsfähig,47.916,EUR,"London, United Kingdom",United Kingdom,3297 x 1277 x 853 mm,73 kg,Spannung: 480V 60Hz; Leistung: 1.5 kW,Sealed Air Typ S6451. Schlauchbeutelmaschine Sealed Air S6451. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Technik Bauer AG,Yes,23025023,Verpackungsmaschinen,https://www.maschinensucher.de/sealed+air-s6451/i-23025023,https://cdn.machineseeker.com/img/listings/23025023/1.jpg,02.01.2026
Sudhaus Siemens XL 303,Siemens,XL 303,2014,gut (gebraucht),voll funktionsfähig,66.769,EUR,"Antwerpen, Belgien",Belgien,1726 x 2847 x 2486 mm,2299 kg,,Verkauf einer Sudhaus Siemens XL 303 vom Hersteller Siemens. Das Modell XL 303 ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht). Inbetriebnahme und Schulung möglich.,Technik Bauer AG,Yes,39075758,Brauereianlagen,https://www.maschinensucher.de/siemens-xl+303/i-39075758,https://cdn.machineseeker.com/img/listings/39075758/1.jpg,12.08.2024
Waschmaschine Eillert C6002-M,Eillert,C6002-M,1998,sehr gut (gebraucht),voll funktionsfähig,1.888,EUR,"Barcelona, Spanien",Spanien,1812 x 1088 x 2928 mm,24 kg,Spannung: 480V 50Hz; Leistung: 75 kW,Verkauf einer Waschmaschine Eillert C6002-M vom Hersteller Eillert. Das Modell C6002-M ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht). Maschine kann vor Ort besichtigt werden.,FoodMach International,No,78554906,Obstverarbeitung & Gemüseverarbeitung,https://www.maschinensucher.de/eillert-c6002-m/i-78554906,https://cdn.machineseeker.com/img/listings/78554906/1.jpg,20.01.2026
Produktionsmaschine Bosch T 6709i,Bosch,T 6709i,,sehr gut (gebraucht),funktionsfähig,12.315,EUR,"Antwerpen, Belgien",Belgien,4005 x 2147 x 744 mm,10530 kg,Spannung: 480V 60Hz; Leistung: 3 kW,Bosch T 6709i - Produktionsmaschine Bosch T 6709i. Kategorie: Mengenmaschinen. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager.,Technik Bauer AG,No,50838312,Mengenmaschinen,https://www.maschinensucher.de/bosch-t+6709i/i-50838312,https://cdn.machineseeker.com/img/listings/50838312/1.jpg,18.08.2026
Industriemaschine Netzsch X-8612,Netzsch,X-8612,2017,gebraucht,funktionsfähig,46.190,EUR,"Brüssel, Belgien",Belgien,3014 x 1961 x 2053 mm,,Spannung: 220V 50Hz; Leistung: 7.5 kW,"Gebrauchte Industriemaschine Netzsch X-8612, Hersteller: Netzsch, Typ: X-8612. Maschine wurde generalüberholt und ist betriebsbereit. Maschine kann vor Ort besichtigt werden.",Hansa Industrietechnik,No,70327332,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/netzsch-x-8612/i-70327332,https://cdn.machineseeker.com/img/listings/70327332/1.jpg,15.09.2026
Verarbeitungsanlage Rheon D-9142-L,Rheon,D-9142-L,2005,überholt,funktionsfähig,3.270,EUR,"Bremen, Deutschland",Deutschland,,766 kg,,Rheon Typ D-9142-L. Verarbeitungsanlage Rheon D-9142-L. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Surplus Select BV,Yes,78737876,Maschinen für Feinkost,https://www.maschinensucher.de/rheon-d-9142-l/i-78737876,https://cdn.machineseeker.com/img/listings/78737876/1.jpg,26.04.2026
Produktionsmaschine Ystral A4052,Ystral,A4052,,gut (gebraucht),funktionsfähig,32.602,EUR,"Wien, Österreich",Österreich,683 x 413 x 1853 mm,,Spannung: 380V 50Hz; Leistung: 22 kW,Verkauf einer Produktionsmaschine Ystral A4052 vom Hersteller Ystral. Das Modell A4052 ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht).,Alpine Technik AG,Yes,25148404,Molkereianlagen,https://www.maschinensucher.de/ystral-a4052/i-25148404,https://cdn.machineseeker.com/img/listings/25148404/1.jpg,25.02.2026
Fertigungsmaschine Krones W-6883XL,Krones,W-6883XL,2009,neuwertig,voll funktionsfähig,8.785,EUR,"Mailand, Italien",Italien,1171 x 2747 x 2316 mm,1884 kg,Spannung: 230V 60Hz,Wir bieten eine Fertigungsmaschine Krones W-6883XL der Marke Krones (Modell: W-6883XL) an. Zustand: neuwertig. Alle Funktionen geprüft. Maschine kann vor Ort besichtigt werden.,EuroMachinery BV,Yes,19740530,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/krones-w-6883xl/i-19740530,https://cdn.machineseeker.com/img/listings/19740530/1.jpg,16.11.2024
Eismaschine Fritsch E 725-S,Fritsch,E 725-S,2008,sehr gut (gebraucht),nicht geprüft,8.867,EUR,"Brno, Tschechien",Tschechien,641 x 2813 x 3151 mm,,Spannung: 230V 60Hz,Wir bieten eine Eismaschine Fritsch E 725-S der Marke Fritsch (Modell: E 725-S) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft. Inklusive Dokumentation und Bedienungsanleitung.,MH Maschinenhandel GmbH,Yes,93720414,Eismaschinen,https://www.maschinensucher.de/fritsch-e+725-s/i-93720414,https://cdn.machineseeker.com/img/listings/93720414/1.jpg,19.02.2026
Dekanter JBT P-4061A,JBT,P-4061A,1997,sehr gut (gebraucht),voll funktionsfähig,1.626,EUR,"Barcelona, Spanien",Spanien,770 x 1738 x 3017 mm,,,Zu verkaufen: Dekanter JBT P-4061A (JBT P-4061A). Die Maschine befindet sich in sehr gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. Preis ist VB (Verhandlungsbasis).,Hansa Industrietechnik,Yes,57761433,Dekanter,https://www.maschinensucher.de/jbt-p-4061a/i-57761433,https://cdn.machineseeker.com/img/listings/57761433/1.jpg,04.10.2025
Industriemaschine Seepex -1250XL,Seepex,-1250XL,1998,gut (gebraucht),voll funktionsfähig,873,EUR,"Kopenhagen, Dänemark",Dänemark,989 x 878 x 586 mm,5000 kg,Spannung: 380V 50Hz,"Gebrauchte Industriemaschine Seepex -1250XL, Hersteller: Seepex, Typ: -1250XL. Maschine wurde generalüberholt und ist betriebsbereit. Maschine kann vor Ort besichtigt werden.",Dietrich Industrieanlagen,Yes,20796854,Mengenmaschinen,https://www.maschinensucher.de/seepex--1250xl/i-20796854,https://cdn.machineseeker.com/img/listings/20796854/1.jpg,05.01.2024
Pasteur Steinecker R 3192XL,Steinecker,R 3192XL,,überholt,,7.188,EUR,"Dresden, Deutschland",Deutschland,613 x 1506 x 2942 mm,197 kg,Spannung: 400V 50Hz; Leistung: 4 kW,"Gebrauchte Pasteur Steinecker R 3192XL, Hersteller: Steinecker, Typ: R 3192XL. Maschine wurde generalüberholt und ist betriebsbereit. Maschine kann vor Ort besichtigt werden.",Machinery Europe GmbH,No,94862799,Getränkemaschinen,https://www.maschinensucher.de/steinecker-r+3192xl/i-94862799,https://cdn.machineseeker.com/img/listings/94862799/1.jpg,02.04.2024
Fertigungsmaschine IKA K7189-L,IKA,K7189-L,2005,gebraucht,voll funktionsfähig,58.208,EUR,"Mailand, Italien",Italien,,,,Wir bieten eine Fertigungsmaschine IKA K7189-L der Marke IKA (Modell: K7189-L) an. Zustand: gebraucht. Alle Funktionen geprüft. Inklusive Dokumentation und Bedienungsanleitung.,Gebrauchte-Maschinen.de,Yes,85330697,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/ika-k7189-l/i-85330697,https://cdn.machineseeker.com/img/listings/85330697/1.jpg,11.03.2026
Industriemaschine Zeppelin K-7211,Zeppelin,K-7211,2023,gebraucht,funktionsfähig,640,EUR,"Wien, Österreich",Österreich,3534 x 1539 x 2087 mm,107 kg,Spannung: 230V 60Hz; Leistung: 2.2 kW,Wir bieten eine Industriemaschine Zeppelin K-7211 der Marke Zeppelin (Modell: K-7211) an. Zustand: gebraucht. Alle Funktionen geprüft.,B&K Maschinenhandel,No,14688085,Getränkeautomaten,https://www.maschinensucher.de/zeppelin-k-7211/i-14688085,https://cdn.machineseeker.com/img/listings/14688085/1.jpg,08.04.2025
Clipmaschine Vemag V 3635XL,Vemag,V 3635XL,2016,gebraucht,voll funktionsfähig,136.918,EUR,"Köln, Deutschland",Deutschland,2106 x 1446 x 1908 mm,8268 kg,Spannung: 380V 50Hz; Leistung: 75 kW,Verkauf einer Clipmaschine Vemag V 3635XL vom Hersteller Vemag. Das Modell V 3635XL ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht. Transport kann organisiert werden.,Gebrauchte-Maschinen.de,Yes,12515057,Fleischverarbeitungsmaschinen,https://www.maschinensucher.de/vemag-v+3635xl/i-12515057,https://cdn.machineseeker.com/img/listings/12515057/1.jpg,04.09.2025
Vakuumkocher Electrolux P8523,Electrolux,P8523,2006,sehr gut (gebraucht),voll funktionsfähig,42.274,EUR,"Lyon, Frankreich",Frankreich,4039 x 444 x 1309 mm,4418 kg,,Zu verkaufen: Vakuumkocher Electrolux P8523 (Electrolux P8523). Die Maschine befindet sich in sehr gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. CE-Kennzeichnung vorhanden.,Anlagenbau Schneider,No,5813635,Kochkessel,https://www.maschinensucher.de/electrolux-p8523/i-5813635,https://cdn.machineseeker.com/img/listings/5813635/1.jpg,07.11.2026
Membranfilter Alfa Laval M 6215E,Alfa Laval,M 6215E,2015,neuwertig,funktionsfähig,32.053,EUR,"Stuttgart, Deutschland",Deutschland,,144 kg,Spannung: 220V 50Hz,Alfa Laval Typ M 6215E. Membranfilter Alfa Laval M 6215E. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,ProMach Handels GmbH,No,59819176,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/alfa+laval-m+6215e/i-59819176,https://cdn.machineseeker.com/img/listings/59819176/1.jpg,23.02.2025
Kontrollwaage Flottwerk F 8614E,Flottwerk,F 8614E,2016,gebraucht,voll funktionsfähig,76.242,EUR,"Amsterdam, Niederlande",Niederlande,1378 x 2194 x 420 mm,200 kg,Spannung: 220V 60Hz; Leistung: 2.2 kW,Kontrollwaage Flottwerk F 8614E - Flottwerk F 8614E. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. Preis ist VB (Verhandlungsbasis).,Technik Bauer AG,No,98595145,Waagen (Lebensmittel),https://www.maschinensucher.de/flottwerk-f+8614e/i-98595145,https://cdn.machineseeker.com/img/listings/98595145/1.jpg,28.08.2025
Industriemaschine Zeppelin E-4612,Zeppelin,E-4612,2018,gebraucht,,8.700,EUR,"Madrid, Spanien",Spanien,1242 x 1296 x 2925 mm,,Spannung: 230V 50Hz; Leistung: 3 kW,"Gebrauchte Industriemaschine Zeppelin E-4612, Hersteller: Zeppelin, Typ: E-4612. Maschine wurde generalüberholt und ist betriebsbereit. Preis ist VB (Verhandlungsbasis).",Gastro-Technik Becker,Yes,20120344,Lagerung & Handhabung,https://www.maschinensucher.de/zeppelin-e-4612/i-20120344,https://cdn.machineseeker.com/img/listings/20120344/1.jpg,06.11.2026
Produktionsmaschine Alfa Laval M 8247-M,Alfa Laval,M 8247-M,2025,neu,funktionsfähig,36.935,EUR,"Hannover, Deutschland",Deutschland,,728 kg,Spannung: 230V 50Hz; Leistung: 90 kW,Verkauf einer Produktionsmaschine Alfa Laval M 8247-M vom Hersteller Alfa Laval. Das Modell M 8247-M ist bekannt für seine Zuverlässigkeit. Zustand: neu.,Hansa Industrietechnik,No,39605636,Ölherstellung,https://www.maschinensucher.de/alfa+laval-m+8247-m/i-39605636,https://cdn.machineseeker.com/img/listings/39605636/1.jpg,16.12.2026
